Subset,Sentence,error (by experts)
test,Deseo explicar les que tengo muchos problemas con el servicio que estoy recibiendo desde su compañia .,No
test,Estoy esperando tus respuestas querido señor .,No
test,Estoy escribiendo este carte porque es muy importante para mi a tener mi equipaje prontisimo .,No
test,"Estoy muy descontenta con este servicio tan inapropiado y la falta de profesionalismo que no me han comunicado , como soy una cliente nuevo , si estan pasando unas complicaciones desde su lado .",No
test,Ella trabaja en una empresa pequeña pero está ocupada támbien y está cansada a_veces .,No
test,"Mis amigos los muy importantes fueron en Paris , tambien mi hija y su marido .",Sí
test,"Cuando un día llegamos a el hospital el tuvo que examinar todo su cuerpo , si todo estuvo bien o no .",No
test,Eso es mi correo electronico ( n-k-art@hotmail.com ) donde puedes responder mi o a lo mejor escribe mi numero de telefono 00212656289458 ; le encontras si necesita ;,No
test,"MI padre es ingeniero y tiene un ferma de construction , mi madre es ama de casa y prefiere passar su con sus hijas .",No
test,Esa pelicula es una clara obra de arte en todos sentidos ( Palme_d´_Or en Cannes 2011 ) y se puede decir con ciertitud que no sera a todas las gustas por su falta de una historia linear .,No
test,Pero el empleo me explicaba mucho y me dijo que estaba seguro que encontraba mi maleta .,No
test,"Claro , no viajé solo mismo , viajé con mi amiga que está estudia en Dalian .",No
test,"A el final , de la película , la jerarquía militar no puede aceptar que soldados no combaten y todos son castigados .",No
test,Yo soy graduado en relaciones internacionales y trabajo con el comércio exterior hasta cuatro años .,No
test,Me llamo Polina y tengo 16 años y soy estudiante .,No
test,"Me llamo Louise , soy de Brasil y estoy escriviendo porque necesito de informaciones sobre las habitaciones disponiveis para el año nuevo .",No
test,"Su esposa o mejor dicho su preso es una persona que sufre mucho , que no tiene vínculo con el mundo exterior o_sea que es una persona que depiende totalmente de su marido , el famoso médico .",No
test,La corupción fue en todod lado y tambien la pobreza .,Sí
test,"soy alto mideo aprximadmente 1.80 m y tengo pielo negro curto mi eijos marrones , no llevo gafas .",No
test,"Es difícil creer , pero cuando mis padres eran niños , puede fumar en los aviones .",No
test,fue un dia terrible .,No
test,Fue muy delicioso !,Sí
test,Es mejor que haya menos enfermedades en el mundo .,No
test,"Soy alto y fuerte , peso 100 kilogramos y mido 185 centimetros .",No
test,"Aunque fui pobre , pero tuvo confianza y sociable . comío la comida que era segura .",No
test,"Segun creo yo , el momento mas divertido fue el control de seguridad en el aeropuerto , cuando el bandido metio sus armas en los bolsos de otros pasajeros para que no le detuviera la policia .",No
test,"Elena era una chica amable y tuvo mucha paciencia . porque cuando tuve problema sobre clase , ella siempre me enseñó hasta entendí .",No
test,¿ Como está el medioabiente de su ciudad ?,No
test,Estoy viviendo en Brasil en la misma ubicación de siempre .,No
test,Sé que estabas buscando un empleo cuando placticabamos el último vez .,No
test,Su objeto es mantar el mitad de el humano para equibiliar la sistema natural .,No
test,Estoy muy contenta encontrar vosotros+y vosotros+y espero que el trabajo sera muy agradable con vosotros .,No
test,"Mi teléfono numero son 98726263 , si tiene la habitacion me gusta , por_favor contacte me con E-mail o teléfono .",No
test,"Yo no puedo hacer porque soy gerente , entonces me quedo en la agencia trabajando , pero sin atender clientes .",No
test,Mi padre se llama Victor y es jubilado .,Sí
test,Soy una ex - fumadora y puede ser que no sea objectiva .,No
test,Tu sabes que estoy addicta a la historia .,Sí
test,"Este viaje estuve muy bien y en el proxima viaje voy a ir a españa tambien pero voy a combiar la ciudad , normalement boy a ir a Madrid",No
test,Soy Guzel_Yangurazova desde Russia .,No
test,"Asimismo , es responsable de otras enfermedades .",No
test,"Además , ¿ cómo está la familia ?",No
test,"Yo lo admiro pos , su historia de vida es muy guapa y tambien por ser mi abuelo , el solamente quier que yo sea muy feliz en mi vida .",No
test,Este viaje es mucho mejor que el ano pasado en Londra donde llovio todo el tiempo y donde la comida no me gusto !,No
test,"Tienen uniforme , su terminal y el jefe de terminal es tambien el chico .",No
test,Hoy_en_día la cuestión es fumar o no fumar en lugares públicos .,No
test,"Fue un momento muy gracioso , porque muchas veces despues vení a comer con nosotros .",No
test,"Soy amable , sociable y tengo mucho amigos .",No
test,Esta persona es el primo de mi esposa que tiene lo mismo edad cómo yo .,No
test,El mare estaba muy precioso con un color azul unica y la temperatura de ell ´ agua estaba siempre sobre los 25 .,No
test,"Al_contrario de la promesa de el Señor Jordi , veo que todo los costes relativos a el cambio de proveedor están a mi cargo .",No
test,"es para mi contesto uno de ellos , pero te suplico que no me mates , yo se q sois ladrones , pero por_favor no me robes el dinero que tengo es para mi familia",No
test,"Después_de esta escena sigue la historia de Picard que fue un compañero de Dreyfus en la escuela militar , buscando la verdad .",No
test,"Pero , a media_noche , Cenicienta corré a casa : ! su vestido e su coche eran frutos de una magia !",No
