Ser,Estar,rigth sentence,original verb
"también se son recogiendo productos como : cascos protectores de ruido, sistemas de comunicación, mordedores, mantas de peso, juguetes o libros sensoriales, etc","también se están recogiendo productos como: cascos protectores de ruido, sistemas de comunicación, mordedores, mantas de peso, juguetes o libros sensoriales, etc",['Estar'],estar
 el 65% de las personas con discapacidad intelectual son desempleadas, el 65% de las personas con discapacidad intelectual están desempleadas,['Estar'],estar
"actualmente, en la formación que les facilita asindown, son realizando un curso de auxiliar de reponedor","actualmente, en la formación que les facilita asindown, están realizando un curso de auxiliar de reponedor",['Estar'],estar
próximos pasos 21 personas ya son usando el apoyo y asindown quiere extender el uso a las 50 personas que acuden a los programas formativos de preparación para el empleo,próximos pasos 21 personas ya están usando el apoyo y asindown quiere extender el uso a las 50 personas que acuden a los programas formativos de preparación para el empleo,['Estar'],estar
"para enrique galván, director de plena inclusión : “ tenemos un reto ya que somos en el momento en el que contactamos con las mayores capacidades tecnológicas, pero se da una tendencia mayor a la desigualdad","para enrique galván, director de plena inclusión: “tenemos un reto ya que estamos en el momento en el que contactamos con las mayores capacidades tecnológicas, pero se da una tendencia mayor a la desigualdad",['Estar'],estar
"y en esta encrucijada, ¿ somos dispuestos a vivir juntos y juntas ? ”, propuso","y en esta encrucijada, ¿estamos dispuestos a vivir juntos y juntas?”, propuso",['Estar'],estar
"este proyecto periodístico de gran calidad, producido por los servicios informativos de rne y dirigido por rafael bermejo, permite conocer una realidad desconocida y lamentable que se plasma a través de testimonios de personas con discapacidad presas o que han sido en la cárcel, jueces, altos representantes de instituciones como el defensor del pueblo o un miembro del consejero general del poder judicial, etc","este proyecto periodístico de gran calidad, producido por los servicios informativos de rne y dirigido por rafael bermejo, permite conocer una realidad desconocida y lamentable que se plasma a través de testimonios de personas con discapacidad presas o que han estado en la cárcel, jueces, altos representantes de instituciones como el defensor del pueblo o un miembro del consejero general del poder judicial, etc",['Estar'],estar
"por el contrario, el modelo residencial en su mayoría es diseñado para que en cada habitación vivan 2 personas","por el contrario, el modelo residencial en su mayoría está diseñado para que en cada habitación vivan 2 personas",[Both],estar
"pero, ¿ han pensado en el alumnado con más necesidades educativas ? muchas personas con discapacidad intelectual o del desarrollo tiene enormes dificultades para acceder y comprender los entornos online, y no es siguiendo el ritmo de las clases con sus compañeras y sus compañeros","pero, ¿han pensado en el alumnado con más necesidades educativas? muchas personas con discapacidad intelectual o del desarrollo tiene enormes dificultades para acceder y comprender los entornos online, y no está siguiendo el ritmo de las clases con sus compañeras y sus compañeros",['Estar'],estar
tecnología muchas personas durante la cuarentena son usando aún más las tecnologías,tecnología muchas personas durante la cuarentena están usando aún más las tecnologías,['Estar'],estar
"el equipo de validación es compuesto por lorena pérez y jorge recuero de castilla-la mancha, maribel cáceres y chema palencia de extremadura, pedro pérez y aurora antón de asturias, además de antonio hinojosa por parte de plena inclusión españa","el equipo de validación está compuesto por lorena pérez y jorge recuero de castilla-la mancha, maribel cáceres y chema palencia de extremadura, pedro pérez y aurora antón de asturias, además de antonio hinojosa por parte de plena inclusión españa",[Both],estar
el proyecto ya es en marcha y finalizará en julio,el proyecto ya está en marcha y finalizará en julio,['Estar'],estar
"inteligencia artificial también es previsto, para el lunes 19 de febrero, otro seminario del ciclo que versará acerca de la normativa europea sobre inteligencia artificial y cómo pretende garantizar la protección de los colectivos más vulnerables","inteligencia artificial también está previsto, para el lunes 19 de febrero, otro seminario del ciclo que versará acerca de la normativa europea sobre inteligencia artificial y cómo pretende garantizar la protección de los colectivos más vulnerables",[Both],estar
"el proyecto transformación digital para la inclusión cuenta con la financiación de los fondos next generation de la unión europea, es coordinado por el ministerio de derechos sociales, consumo y agenda 2030 y recogido en el plan de recuperación, transformación y resiliencia del gobierno español","el proyecto transformación digital para la inclusión cuenta con la financiación de los fondos next generation de la unión europea, está coordinado por el ministerio de derechos sociales, consumo y agenda 2030 y recogido en el plan de recuperación, transformación y resiliencia del gobierno español",[Both],estar
"para luchar contra la discriminación en este ámbito, plena inclusión ha generado unos grupos de mujeres denominados “ promotoras de derechos sexuales y reproductivos ”, que son impulsando microproyectos de formación y sensibilización en 13 comunidades autónomas","para luchar contra la discriminación en este ámbito, plena inclusión ha generado unos grupos de mujeres denominados “promotoras de derechos sexuales y reproductivos”, que están impulsando microproyectos de formación y sensibilización en 13 comunidades autónomas",['Estar'],estar
"en la rioja, el grupo es integrado por dos mujeres que durante los últimos meses han trabajado en el derecho a tener o no tener hijos o hijas","en la rioja, el grupo está integrado por dos mujeres que durante los últimos meses han trabajado en el derecho a tener o no tener hijos o hijas",[Both],estar
el vídeo es disponible en este enlace,el vídeo está disponible en este enlace,['Estar'],estar
"es decir, nos ayuda a saber quiénes se son preocupando más por hacer accesible su cultura","es decir, nos ayuda a saber quiénes se están preocupando más por hacer accesible su cultura",['Estar'],estar
" personas con discapacidad intelectual y del desarrollo ( tea, síndrome de down y parálisis cerebral ), es desplegando acciones de formación, incidencia social y política"," personas con discapacidad intelectual y del desarrollo (tea, síndrome de down y parálisis cerebral), está desplegando acciones de formación, incidencia social y política",['Estar'],estar
